                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      review  voted_up
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        Mid. Just go play d2     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   It's good     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         Fuck this game. Fuck The New War. Fuck DE and and their stable of failed novelists.     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     I'm 8000 hours into the game. Although the starting experience was addictive and interesting, there is no end game or difficult challenges after all the grind is done.     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     it's ok     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       5/10 would never play this game again     False
There are so many great games out there. Games with well written plot, characters, thoroughly crafted world and fun engaging gameplay, but noooo I've chosen to play this game for 1,3k hours. Don't make my mistakes - play something else.\n\n\n\n\nWhat, you wanna see some explanation as to why I'm not recommending this \n[strike]piece of cake\n[/strike] game? Alright, I'll do my best to explain, but first a tiny note: if you are already playing Warframe and enjoying it - great! keep playing :)\n\nAt a first glance Warframe seemed to be fairly good and engaging game: visually it looks fine, gameplay is fast-paced and overall fun to play. Huge solar map and seeming existence of story creates an illusion of a deep well made game. But that doesn't last long and as soon as you dive deep into the game it reveals what it really all about: repetitive boring meaningless grind, spiced up with endless bugs, lack of structure, logic, and creativity.\nWarframe has actually very little content to offer and whatever content is there is just shoved into players face with absolutely no explanation or guidance or preparation.\nWith the exception of a few story-missions and Plains of Eidolon all locations are just a random pile of pre-made "tiles" glued together during loading. ”Tiles” are rooms, and there are maybe a few dozens of them in each set. As a consequence missions look alike on different planets to the point when it's impossible to differentiate one from another. Considering that there are over 200 missions and only four main tile-sets, one for every enemy faction, with tiny variations for on-planet and in-space missions, soon I got sick of seeing same surroundings again and again.\nGame modes can't boast of variety either: there are basically (again) four of them + a few modifiers. Um, correction: that is on paper there are four+change, in reality you’d be hard pressed to find difference between them as they feel and play rather identical. \nAdding insult to injury AI is extremely simplistic making enemies blindly run at the player in (sometimes) straight line. Cloak and they would act like nothing happened and no tenno was there. It's little to no fun or excitement dealing this such opponents. Often I felt sorry for them, however odd that sounds.\nNow imagine all mentioned above multiplied by hundred or thousand. Sounds tempting, isn’t it? Once all quests are completed and all planets are ”explored” there is not much left to do: either further level up your Mastery Rank or customize your warframe (playable character) and equipment to its max. Leveling Mastery Rank up is simple: level up gear such as weapons, companions or warframes. Process of acquiring an item and then leveling it up is mindlessly simple and requires player to do same/similar mission over and over and over again until the goal is reached. Some stuff can be bought for real money, but process of leveling it up can’t be skipped.\nAnd finally icing on this cake: bugs. Endless bugs. Every new big(or small) update brings bugs, often game breaking. A recent example Sanctuary Onslaught game essentially was crashing when host player disconnected – host migration was not working on release and devs fixed this issue almost a week later. What QA team was doing before the release remains a mystery. Assuming there is a quality assurance team employed at DE (devs)..\n\nAt the end of the day, Warframe can offer very simple stylish gameplay with no depth to it. If you are looking for more than that this game would feels just as fun as grinding wooden blocks with a sandpaper - for short sessions and/or with friends to keep distracted –  an okay experience, but playing it solo for a prolonged duration of time at once is just dreadful.\n\nPS My experience is based on playing with Prime Access which costs like new AAA game and cuts in half leveling and credits* grind, plus gives platinum** and credits. Can’t imagine what it’s like to play the f2p-way the first time around.\n\nPPS and I haven’t even touched atrocious boss fights, forsaken Index and Archwing modes, unbalanced rewards, absolutely annoying radio transmissions, amateur voice acting, glitching matchmaking, "convenient" trading with other players, lack of creativity or imagination when it comes to new stuff, confusing crafting/mods etc. There are a lot of things wrong and no hint on something getting right anytime soon – only more new stuff added, making game more and more chaotic.\n\n*credits - in-game free currency.\n**platinum or plat - premium currency.     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Shit game, people waste thair entire life on this game grinding forever and spending all thair money on stuipid fucking warframe skins that look like shit. fuck this game it eats your soul     False
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Edit- 7/18/2020: Politics has infected everything.  DE is in bed with Communist. Enjoy helping China intern their own minorities while placating those who would take away your ability to make the very game you have spent your lives creating.  \n\nWarframe. There was a point in my time with World of Warcraft that I just became bored the fantasy asthetic. I yearned for  the sci-fi, for space. I took a chance and played Mass Effect, long after it had been out, and was gobsmacked. "How could I have missed this game!!", I thought.  It strached that itched. But it was not enough. I needed more. I looked and looked until I found Totalbiscuts lets play of Warframe. And that was it. I had found my game. \n\nFor a free to play game, it has one of the most fair models there is. If you have the time, play. If you don't, pay. The point of game is to play. It is your choice to use faux-money to by the in-game currency. Orrrrrrrr, you can just play the game. \nAnd if you are of a mind to, try to have some fun while you do it.\n\nPros-\nSupport and engagement: It would be hard pressed to say that they people that develope Warframe, Digital Extreme, lack any passion for this game. They are almost fanatical about it. Which in and of itself is a pro and a con. You forget where you started, see only the bright future, and very rarely fill in the cracks that develop along the way. \n\nI may have put too much into the idea that a developer would truly heed the calls by the player base. In the end they have to keep the lights on. And while that must be put first, without an ear to the people that are paying to keep the lights on, a developer may find the dog didn't just bite, but took the whole forearm off at the elbow.  \n\nGame play- a nice blend of beat'em up and shooter in 3rd person perspective. I like to see myself in relationship to world around me. \n\nCons-\n\nLoot system- I am a big advocate of diablo style loot systems. Warframe could hands down benefit from this style system with a revamped crafting system. \n\nParthian sTHOughT-\nThe push for end game- lt was in this game that learned that end game is what people look for when they want a reason to stop playing a game. That is really what endgame is. It is our push to escape the gravity of something that we have invested such a large amount of time in that we want that period at the end of the sentance. The high note, the touchdown, grand slam, the buzzer beater.  \n\nWell what if the game had no end? What if we just played? How about we have more game? \n\nMore game, less endgame.     False
                                                         If I were to describe this game in one word, it would be: Repetitive.\n\nDevs for some reason decided a while ago to start removing anything that was "fun" and not grindy, so no I can't recommend this game to anyone.\nThere are a ton of max lvl players, or lvl 18+ who sit around doing nothing no matter what, and the chat made for playing with other people always hosts negative, or players who have no interest in new players no matter what.\n\nIf you love grinding, no, don't get this game, because unless you're interested in using "tricks" or "bugs" to solo any of the endless modes, you won't be doing anything past quick endless missions, and that's the same as wasting a so called "key" for the higher maps, though you can also play the normal maps, for no real loot besides "resources" that you'll be using for crafting weapons and such. \nThere are of course "other" things to do, like spend hours upon hours of grinding for rare items to sell for premium currency so you can join the "fashionframe", spending all your money on cosmetics so you can look cool like everyone else.\n\nIs there anything redeeming? Not anymore no, anything that has been added has been kicked down into the dirt due to "DE", also known as the devs of this game for some reason thinking it was either overpowered, too easy or a third reason which makes even less sense.\n\nAFK Farming? Impliment a broken AFK timer that completely nullifies any and all regen on your character until you press your dodge key.\n\nA certain build requires very specific "attributes" to work but it makes you invincible and isn't fun to use all the time? Don't worry, DE's got you covered, completely change the character's abilities and attribute bonuses, that'll make everyone happy, right?\n\nAn ability can be upgraded to pull mob drops to you but still makes you build in a very specific way? Make the upgrade only affect the user, surely that'l lbe a good change, no one will dislike it!\n\nI'm making it sound like it only affected characters, but even the weapons in the game suffer, and they suffer way too hard than you can possibly think, some weapons are just so insanely overpowered, some for a while, some have kept their spot for years, only beaten by newer versions of that weapon, and with this, some weapons are instantly thrown out of the window when some weapons hit the community, even with upgraded versions of the weapon the old ones are most likely thrown out on the spot.\n\nSure you can use any weapon you like, no one has the right to tell you to not use something just because another weapon is better, but if you aren't doing the damage you need to, and you want to play a tiny bit serious, you'll have to follow everyone else using the strong weapons and say goodbye to your "cool" or less popular weapons, no exceptions. \n\nThe list goes on, to things that make even less sense, and even things that didn't make anything "easy" or "stupid" were changed because of DE's stupidity.\nIt's surprising this game isn't dead already, if you were here from the start, and still play, I feel very sorry for you.\n\n\nEdit: I forgot to mention another big thing that completely ruined the game when I was talking about builds, multiple characters, or "frames / warframes" have been -completely- changed in how stats affect their abilities, meaning if you had a build from long ago that needed one set of mods, there's a big chance all those hours and items spent on getting the perfect "build" together will be completely wasted and you'll more or less have to do it all over. Never any compensation or at least a warning, I'm over 100% sure I'm not the only one that had to re-forma a few frames or discard it completely because of it. Sure, some playstyles or builds will always be good at one point and "fall off" or become much less effective at some point, but this was almost completely opposite of what you normally would use on certain characters before. Then there's the problem with mod points, either pay 20 "premium currency" for double mod points to upgrade your character with or save it for the prime version of the warframe, which will come, but might first come far in the future, leaving people with less time and money hanging around with characters unsuited for missions behind because they're saving that upgrade for the prime version. (Who by the way will always have some type of upgrade, either better or easier ways of modding correctly or having better survivability.     False
